isbn,inrIsbn,format,currency,price,distributor1id,distributor2id,distributor3id,division,subject,status
9780824786724,,PB,INR,4995.00,902A14,,,CRC,Statistics,Order To Order
9780824787233,,HB,INR,4995.00,902A14,,,CRC,Mathematics,Order To Order
9780824787899,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824788995,,HB,INR,4995.00,902A14,,,CRC,Mathematics,Order To Order
9780824790523,,HB,INR,4995.00,902A14,,,CRC,Statistics,Print on Demand
9780824791445,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824792794,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824794675,,HB,INR,595.00,902A14,,,CRC,Chemistry,Print on Demand
9780824795894,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Order To Order
9780824795986,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824796099,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824796105,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824796129,,HB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824796426,,HB,INR,4995.00,902A14,,,CRC,Physics,Order To Order
9780824796624,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824796969,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780824797744,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9780849301018,,HB,INR,3995.00,902A14,,,CRC,"Forensics, Law & Homeland Security",Print on Demand
9780849306051,,PB,INR,3995.00,902A14,,,CRC,Mathematics,AVAILABLE
9780849309106,,HB,INR,695.00,902A14,,,CRC,Chemistry,AVAILABLE
9780849310362,,HB,INR,3495.00,902A14,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780849310454,,HB,INR,3995.00,902A14,,,CRC,"Forensics, Law & Homeland Security",Print on Demand
9780849310911,,HB,INR,695.00,902A14,,,CRC,Electrical Engineering,Out Of Print
9780849311833,,HB,INR,695.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849313851,,HB,INR,795.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849316562,,PB,INR,4495.00,902A14,,,CRC,Civil & Mechanical Engineering,AVAILABLE
9780849318153,,HB,INR,350.00,902A14,,,CRC,Software Networking & Security,Print on Demand
9780849320880,,HB,INR,3995.00,902A14,,,CRC,Life Science,Print on Demand
9780849321436,,HB,INR,2500.00,902A14,,,CRC,Biomedical Engineering,Out Of Print
9780849322440,,HB,INR,3495.00,902A14,,,CRC,"Forensics, Law & Homeland Security",Print on Demand
9780849327247,,HB,INR,3995.00,902A14,,,CRC,Life Science,Order To Order
9780849327605,,HB,INR,2995.00,902A14,,,CRC,Food & Nutrition,Print on Demand
9780849328800,,HB,INR,895.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849329296,,HB,INR,3995.00,902A14,,,CRC,Life Science,Print on Demand
9780849329647,,HB,INR,3995.00,902A14,,,CRC,Civil & Mechanical Engineering,AVAILABLE
9780849337383,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Order To Order
9780849337390,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Order To Order
9780849337581,,HB,INR,695.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849338151,,HB,INR,4495.00,902A14,,,CRC,Food & Nutrition,Print on Demand
9780849353345,,HB,INR,695.00,902A14,,,CRC,Life Science,Out Of Print
9780849373077,,HB,INR,995.00,902A14,,,CRC,Civil & Mechanical Engineering,AVAILABLE
9780849375613,,HB,INR,4995.00,902A14,,,CRC,GIS & Environmental Engineering,Order To Order
9780849376047,,HB,GBP,49.99,902A14,,,CRC,Physics,Order To Order
9780849380808,,HB,INR,4495.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849382956,,HB,INR,3995.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849383137,,HB,GBP,20.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9780849384325,,HB,INR,995.00,902A14,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780849385346,,HB,INR,2995.00,902A14,,,CRC,Biomedical Engineering,Print on Demand
9780849387739,,HB,INR,3495.00,902A14,,,CRC,Ergonomics & Industrial Engineering,AVAILABLE
9780849390265,,HB,INR,2495.00,902A14,,,CRC,Biomedical Engineering,Print on Demand
9780849390524,,HB,INR,595.00,902A14,,,CRC,Business Improvement,Print on Demand
9780849391613,,HB,INR,1995.00,902A14,,,CRC,Biomedical Engineering,Print on Demand
9780849395123,,HB,INR,2995.00,902A14,,,CRC,Chemistry,Print on Demand
9780849398131,,PB,INR,1595.00,902A14,,,CRC,Chemistry,AVAILABLE
9780877629238,,HB,INR,3995.00,902A14,,,CRC,Materials & Chemical Engineering,AVAILABLE
9780891165224,,PB,INR,695.00,902A14,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780954523244,,HB,INR,595.00,902A14,,,Garland,Horizon,Out Of Print
9781420043495,,HB,INR,595.00,902A14,,,CRC,Business Improvement,Order To Order
9781420051544,,HB,INR,3495.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9781420051827,,HB,INR,1995.00,902A14,,,CRC,Biomedical Engineering,Out Of Print
9781420053630,,PB,INR,1695.00,902A14,,,CRC,Electrical Engineering,Out Of Print
9781420053999,,PB,INR,1695.00,902A14,,,CRC,Electrical Engineering,AVAILABLE
9781420055467,,HB,INR,495.00,902A14,,,CRC,GIS & Environmental Engineering,Order To Order
9781420059489,,HB,INR,3995.00,902A14,,,CRC,GIS & Environmental Engineering,Print on Demand
9781420060195,,HB,INR,3995.00,902A14,,,CRC,GIS & Environmental Engineering,Print on Demand
9781420060676,,HB,INR,2995.00,902A14,,,CRC,Physics,AVAILABLE
9781420061314,,HB,INR,380.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9781420062106,,PB,INR,750.00,902A14,,,CRC,Materials & Chemical Engineering,AVAILABLE
9781420064223,,PB,INR,4995.00,902A14,,,CRC,Mathematics,Print on Demand
9781420065107,,HB,INR,2495.00,902A14,,,CRC,"Forensics, Law & Homeland Security",Print on Demand
9781420065862,,HB,INR,4995.00,902A14,,,CRC,Electrical Engineering,Print on Demand
9781420068092,,HB,INR,595.00,902A14,,,CRC,Business Improvement,Order To Order
9781420070194,,HB,INR,2995.00,902A14,,,CRC,Computer Science,Print on Demand
9781420072303,,HB,INR,4995.00,902A14,,,CRC,GIS & Environmental Engineering,Print on Demand
9781420073683,,HB,INR,2495.00,902A14,,,CRC,Civil & Mechanical Engineering,Print on Demand
9781420073805,9781498771931,HB,INR,4495.00,902A14,,,CRC,GIS & Environmental Engineering,AVAILABLE
9781420082944,,HB,GBP,5.99,902A14,,,CRC,Civil & Mechanical Engineering,Print on Demand
9781420085242,,HB,INR,3995.00,902A14,,,CRC,Civil & Mechanical Engineering,Out Of Print
9781420086959,,PB,GBP,5.99,902A14,,,CRC,Physics,AVAILABLE
9781420088229,,HB,INR,3995.00,902A14,,,CRC,"Forensics, Law & Homeland Security",Print on Demand
9781420089707,,HB,INR,3995.00,902A14,,,CRC,GIS & Environmental Engineering,Print on Demand
9781439801413,,HB,INR,3995.00,902A14,,,CRC,Biomedical Engineering,AVAILABLE
9781439802472,,PB,INR,2995.00,902A14,,,CRC,Physics,Print on Demand
9781439808924,,HB,INR,3995.00,902A14,,,CRC,GIS & Environmental Engineering,Print on Demand
9781439809143,,HB,INR,2995.00,902A14,,,CRC,Civil & Mechanical Engineering,Print on Demand
9781439811443,,HB,INR,3995.00,902A14,,,CRC,GIS & Environmental Engineering,AVAILABLE
9781439813027,,HB,INR,4995.00,902A14,,,CRC,GIS & Environmental Engineering,Print on Demand
9781439813607,,PB,INR,2495.00,902A14,,,CRC,Materials & Chemical Engineering,Print on Demand
9781439816301,,HB,INR,1695.00,902A14,,,CRC,Software Networking & Security,AVAILABLE
9781439819852,,HB,INR,3995.00,902A14,,,CRC,Food & Nutrition,Print on Demand
9781439825150,,HB,INR,1495.00,902A14,,,CRC,Software Networking & Security,AVAILABLE
9781439826256,,HB,INR,4995.00,902A14,,,CRC,GIS & Environmental Engineering,AVAILABLE
9781439826676,,PB,INR,1695.00,902A14,,,CRC,Ergonomics & Industrial Engineering,Print on Demand
9781439827161,,HB,INR,1995.00,902A14,,,CRC,Software Networking & Security,Print on Demand
9781439827185,,HB,INR,2495.00,902A14,,,CRC,Software Networking & Security,Print on Demand
9781439830017,,HB,INR,1995.00,902A14,,,CRC,Software Networking & Security,Print on Demand
